,24,90210,alias,angel,battlestargalactica,betteroffted,bionicwoman,blade,bloodties,bones,breakingbad,buffy,burnnotice,californication,caprica,charmed,chuck,coldcase,community,criminalminds,cupid,daybreak,demons,desperatehousewives,dexter,dirt,dirtysexymoney,doctorwho,dollhouse,eleventhhour,entourage,eureka,extras,fearitself,flashforward,flashpoint,flightoftheconchords,fridaynightlights,friends,fringe,futurama,garyunmarried,ghostwhisperer,gossipgirl,greek,greysanatomy,heroes,house,howimetyourmother,intreatment,invasion,jake,jekyll,jericho,johnfromcincinnati,knightrider,kylexy,legendoftheseeker,leverage,lietome,life,lost,madmen,mastersofscifi,medium,melroseplace,mental,merlin,moonlight,mynameisearl,ncis,ncislosangeles,niptuck,onetreehill,oz,painkillerjane,primeval,prisonbreak,privatepractice,psych,pushingdaisies,raines,reaper,robinhood,rome,samanthawho,sanctuary,scrubs,sexandthecity,sixfeetunder,skins,smallville,sonsofanarchy,southpark,spaced,stargateatlantis,stargatesg1,stargateuniverse,supernatural,swingtown,the4400,thebigbangtheory,theblackdonnellys,thekillpoint,thelostroom,thementalist,thenine,theoc,thepretender,theriches,thesarahconnorchronicles,theshield,thesopranos,thetudors,thevampirediaries,thewire,torchwood,traveler,trucalling,trueblood,uglybetty,v,veronicamars,weeds,whitechapel,womensmurderclub,xfiles
medium,0.22480358808924225,0.19671394821565266,0.205600718175393,0.21928053661060204,0.19182614850800966,0.1786368634683391,0.14931230737629902,0.1061429702610237,0.18668078189819828,0.22224776329601306,0.19138094518560428,0.16523076628896913,0.20338750790796697,0.18238932876875313,0.14124121356155994,0.23993142324572295,0.20389216378939326,0.23750543506352836,0.17301417783028278,0.24330870030496882,0.1430900164044666,0.15224700764482763,0.11930324641010721,0.23362818196818755,0.21989171730873905,0.18326172322537831,0.16331630861996133,0.1817289983049772,0.19671839819148984,0.18654365399939352,0.20579110520062613,0.1925864065311166,0.14693511410225638,0.13585544244194833,0.17776333454711427,0.16902515096545373,0.15392400549656907,0.20143684002588574,0.1599966872652505,0.2108488238445623,0.19612020590022125,0.19299771906073207,0.2373279120643974,0.20132703272792335,0.21805468584531235,0.21530984524370805,0.22343106343287233,0.21597672396786968,0.21708917999339014,0.21946327047567118,0.16501548738450922,0.12824181645921615,0.1331379946143676,0.1954485807243096,0.16267083427904971,0.18342828040825757,0.2131418568637452,0.14817740512407765,0.2030557706602949,0.21126543293296204,0.1958863356781344,0.2220721384297358,0.20431917695701401,0.12491372856147313,1.0000000000000087,0.18010048493668357,0.1829369120974442,0.13601376005337917,0.17700857470189163,0.21432777485153967,0.23862168449396368,0.18191620980630327,0.22826118736656031,0.2212582768707252,0.18427904426559139,0.196808074959791,0.07238258139068993,0.2191145951955481,0.19072368045803054,0.22124682207133153,0.19711135092200271,0.16499060313537206,0.2040881767905218,0.1547956663627413,0.111045680034301,0.16027334130935236,0.18650236136299606,0.20280384464300397,0.20305246472147817,0.22377841929386533,0.15551864428131792,0.24545224394109919,0.1743696948130953,0.19324506577992256,0.1104301894997199,0.20097330676073794,0.20294395721496766,0.16570010929761322,0.21154056811718383,0.15837200052509023,0.22274558343287232,0.19924625428740722,0.15409181194302488,0.14039051072673223,0.12306739984564202,0.22168019471545497,0.15039020057858718,0.23322781370369128,0.2315169495494333,0.1654805487554249,0.1835498845390325,0.22109896024935782,0.20740995645639856,0.14596742452564496,0.17170863707301526,0.20440425781010557,0.19314635030941013,0.14785015478146527,0.19766351307156843,0.19293686336373728,0.21063374463768667,0.1634985214692519,0.23727493995553403,0.19457446503297565,0.11401013547392132,0.18231390192611233,0.17545799701209389
melroseplace,0.16144460174335654,0.20584051970833128,0.16770359623336,0.17502948089355916,0.15907481287312164,0.1835808946069418,0.17498730292920917,0.1205706694651487,0.1757690059982584,0.15908601800079245,0.18280341116888763,0.1252688060178452,0.1834335597489317,0.18787024895344923,0.16033407818512097,0.19272517905266856,0.19032796622913634,0.1779312066336291,0.17557688971931584,0.1713153981734891,0.1658439211589516,0.1639556475178929,0.1389850418113599,0.18491161654686375,0.18234310212863658,0.19171521886868176,0.16326746317548427,0.14439198840590775,0.189102024910849,0.16871969711008086,0.20873504032013096,0.16362285901682677,0.15627702503965465,0.15771880303828872,0.17325028284728194,0.15656855910282425,0.1723793072820544,0.1803784637337607,0.12803080584965,0.165803561873743,0.16597830202072877,0.1964696807410451,0.19404005920801556,0.19533701068312104,0.19717557747463596,0.17387009710852183,0.19684421665929547,0.17320356970934608,0.1908012314371043,0.19959487948640098,0.1620193840798495,0.12985892144620473,0.16020961364720396,0.18967274420278782,0.17058362563037693,0.17350609864737557,0.21115223243703185,0.1367043513856534,0.18279737493993523,0.17709478878893806,0.18474898288913089,0.18343414993663604,0.1776840806395527,0.12876374297116985,0.18010048493668357,0.9999999999999982,0.18624400365615568,0.13661904322818277,0.1952193896704449,0.19372712695274594,0.17558234977631024,0.17314196311293195,0.19092503415622242,0.1984773133338158,0.15221119822261855,0.18546271692107621,0.07193574292250758,0.18310483726769308,0.17211459957072808,0.1827603866809711,0.1764298576366022,0.17539807613867633,0.1989030778765494,0.1478714292808815,0.10121558353803294,0.1841622122786505,0.17132327919052964,0.16967289566976093,0.19542010709278837,0.1961621093101863,0.1527497980865085,0.19155014818722965,0.17416775671898083,0.1543507009997222,0.12610204222879498,0.16231269788013425,0.1512228038128875,0.17297512865036518,0.1700552777047106,0.17622871369314808,0.1833031556502442,0.17296476256163867,0.17078430219192287,0.1593494066325771,0.13579499638975345,0.18434443102255493,0.1695651700653187,0.2181807054554497,0.17912981435952918,0.16082959768414332,0.18057393413635534,0.1817293891715548,0.16327580986893878,0.1199808144758889,0.19237897697432485,0.16094290790616228,0.17460822385706726,0.1585487770555642,0.19452817849175366,0.18577778034405976,0.19280490824352917,0.17480043750869845,0.19927823199061628,0.17802886415344288,0.12976346870160732,0.17978080399102414,0.11951920282486403
mental,0.16744934214268647,0.1762546253735077,0.1574417120527186,0.17210031513740315,0.17432438526885788,0.17411704481008003,0.1774697819828634,0.12468176902846054,0.1792539536954188,0.16226869692588503,0.17853209320567964,0.12042177600679764,0.16726308736684817,0.17068700418686336,0.16629447745092765,0.18005126674395147,0.16942392216256477,0.16449604526535258,0.16671698170826046,0.1798218276763405,0.15985391771570873,0.16330394010988009,0.14999873036918118,0.16921429775920732,0.17690839172009432,0.18408999964893388,0.15536827156095803,0.14735849686792557,0.19222869356232844,0.18248316765527997,0.16721140157131792,0.16782550500524138,0.15566385262891463,0.16365527086110926,0.17678737194182825,0.16272492659258897,0.15481037991674745,0.1715002398935211,0.115847730303039,0.18498529483309922,0.1594903238419715,0.177651965954026,0.18896818061407192,0.16674043813717007,0.17248846454878589,0.17384308582201818,0.19371849022059723,0.17997649138498795,0.17183989873270009,0.21228781576939884,0.17731785501176953,0.12545713430983071,0.17304651331788523,0.1872383855178157,0.1651742080580542,0.17781937980438556,0.19681798985743024,0.1469261831414442,0.1753631987922931,0.18619703782877703,0.17679969552233576,0.18785273361495114,0.16231427439036922,0.14079523766286156,0.1829369120974442,0.18624400365615568,1.0000000000000056,0.14537287784249855,0.1967069040489418,0.17342274732992097,0.16503679617418762,0.1692262117948875,0.18659775071119314,0.1817214510012509,0.15742614830341262,0.19738870560354632,0.07466508774580688,0.18131614021421824,0.18340397253373836,0.1640401604750802,0.17298525360440692,0.1751749496317463,0.18267267183384908,0.15153140479067412,0.10340722759069976,0.17158455733755573,0.18190108595970586,0.1561065591604689,0.17318279074212825,0.18391307289718514,0.14792341709222465,0.1771272309759092,0.17197445927253424,0.14658696200857138,0.11879145439304194,0.17707849779251167,0.16063244502890628,0.19582156017277336,0.16856749414919994,0.15867354909549067,0.1983826303677816,0.16834694539246026,0.17485964313136884,0.16070500123857576,0.1414851818342212,0.1841460867062357,0.17439989164190114,0.1859584604115121,0.18242248840986489,0.15696283230346036,0.17783556293062566,0.1753207588765879,0.1548861724954079,0.12966954440338077,0.18515223323722504,0.15746284795964227,0.1811545706967165,0.16539437423031264,0.19591358005664805,0.17390567235487053,0.16835591128729066,0.18818816919643175,0.18214668926692282,0.1625037906714818,0.1397218558168028,0.18517464267232367,0.13343500647381193
merlin,0.13358032166095807,0.13039057631553136,0.12824494136820888,0.15170481094792598,0.16191872361595666,0.14405859302344742,0.1387493790378573,0.10659054731542067,0.1584839132322176,0.12066868624262635,0.13601738269378336,0.10774568889249546,0.12896418107545132,0.14202849473598417,0.14925207810828042,0.16788684782677962,0.13757886963339724,0.12924323445000788,0.13411104566154813,0.13161322832734032,0.13130703189597187,0.13747866546448262,0.15048234253848877,0.13564196142940235,0.14094077437135644,0.13412051214873164,0.14550924219025244,0.13955101252303861,0.15192776476959638,0.12993714774161658,0.12724124189246427,0.12474228094528021,0.1290176515078272,0.14016137105359897,0.14047298827119348,0.12114770057334881,0.1279079989194827,0.14117421224446114,0.088763063685389,0.13367106131088616,0.13683728624241379,0.13319160004240704,0.15143095662294664,0.13759233658390838,0.1426516788928144,0.11748589608958039,0.1618448882083051,0.12773977442500423,0.13009909275871698,0.16884423120129233,0.1417248283067803,0.09933511737906575,0.15839328591016297,0.15835399879326553,0.1384251530533598,0.1360753027215782,0.16241170348988196,0.20369888342637243,0.12940094310142786,0.1391102705035879,0.13420508229285058,0.14662527678852982,0.13073561006158366,0.1289562723897415,0.13601376005337917,0.13661904322818277,0.14537287784249855,0.9999999999999933,0.15033763992675106,0.13655628790265031,0.12000004467727717,0.1272829287175113,0.13927041019423037,0.13845278612786355,0.13812053866204801,0.15568641665431218,0.06909761014008246,0.14103262576934952,0.13312556516244417,0.13033808302018351,0.15048016665543915,0.13340988374499385,0.15069573721152468,0.21562105461122139,0.13911672131438152,0.13187166641800688,0.15918277558578986,0.11789147222698838,0.13637037058085733,0.13810690899390562,0.12522608284905243,0.14487460109588382,0.13716510588950306,0.12029023977796412,0.10762232732416951,0.16257814900467618,0.15788939618219722,0.169597509218805,0.1321966669384676,0.1335029236844069,0.15025450643403174,0.13381923374428317,0.1371422314010634,0.15191366300384637,0.1292288314229964,0.14844302508617738,0.1316273708655899,0.14039635528489142,0.1392569841278427,0.1228738242380386,0.14028467419715163,0.13983161513813755,0.11414916600033072,0.16930290774783077,0.1687970680199347,0.12040186080985801,0.15221049656266428,0.13807811445862456,0.15059229644584898,0.16774981347152937,0.12835853788791635,0.16244125257595207,0.13940086930104745,0.12325947843688125,0.12490687825891351,0.13168736025433248,0.09765549722196691
moonlight,0.17427257830653647,0.1831610322063858,0.16527826027548698,0.17486624253714103,0.17336901721108347,0.17583208041437165,0.18670614297158034,0.13003119422535772,0.19300329595535187,0.15281779173882232,0.17977499204153316,0.11891413219228816,0.18413134223812036,0.17595042842292338,0.17625796920292375,0.1846987680623674,0.17953282716991598,0.17346114979177196,0.17550016247015307,0.18044100740283078,0.16236986778530557,0.1837987384567081,0.15411820697805814,0.16653833644622967,0.18636629964221313,0.18776443860471534,0.16489933112004604,0.14837534083609033,0.19456253197008974,0.17633063470169058,0.17553086694101266,0.15991897598501145,0.1599878277071356,0.17153876339308838,0.17973359794449548,0.16525051398694363,0.16330790095073616,0.17456299053967395,0.11470114247331809,0.18029052214723096,0.15807532429080615,0.17708262998784555,0.19098817535184892,0.17036058968511658,0.1807620851519176,0.16084071213697576,0.1952361967381864,0.1624183727729607,0.17262167033015083,0.1984684031047253,0.181294151167504,0.13470336220668783,0.1811849495074779,0.19567301994540842,0.16647681504821438,0.18937435866355812,0.19876115273441253,0.1515851729608286,0.18003924131514096,0.18696842959780013,0.1944459329965033,0.1892605980520008,0.16958189790099676,0.14549687140071768,0.17700857470189163,0.1952193896704449,0.1967069040489418,0.15033763992675106,1.0000000000000149,0.1793610146183582,0.16625705125944573,0.179709696383433,0.18008209035494022,0.17535837882942504,0.16229309906138895,0.19923232932436596,0.07863931392701312,0.18677439568313786,0.16465488259384287,0.16864837267538318,0.1737190401145211,0.18285832470625044,0.18798451541233707,0.1573243285144151,0.10917464587015673,0.17878081328495063,0.18800935495566337,0.14793329740536826,0.17426281039763364,0.18693390530980347,0.15023087822701428,0.18071364570507986,0.1795376489702879,0.1413419828657584,0.12753476832730054,0.17157804700770385,0.15506142371029843,0.1837518677042163,0.1731483531735048,0.1746609019158503,0.1941107722639372,0.16098510786308812,0.18033922091060026,0.16785272363308465,0.1512017531514838,0.18586018784364494,0.17995365522515852,0.18640878527790988,0.18151301724241917,0.15897738134808498,0.19417481987948151,0.1827846787588644,0.1507485757188268,0.12837766292795177,0.20684770362423238,0.16264160666195096,0.18292924474971342,0.1890549658191301,0.19956286373525337,0.18770236381591118,0.1664931357554755,0.19376971321572298,0.1857623453816172,0.16272233112657966,0.1521295701545925,0.18726454429968428,0.12570849653293617
mynameisearl,0.17515730564865606,0.21275707370116223,0.1751469979985649,0.21340230864654966,0.17375595694472384,0.20417158679301456,0.15894078085565222,0.10911167358282575,0.18224761924728336,0.20724822762183864,0.1981567467803758,0.16137537628025683,0.20418615215073566,0.204380515422353,0.14659924282786282,0.22845840210517301,0.21288351120258514,0.23160206003790665,0.21114582455761616,0.20283086291445201,0.15812567580392092,0.15790296636105228,0.12814243356008265,0.2299280587102735,0.21005386424269068,0.19698799201528097,0.16185789183349236,0.17482270049215878,0.19158956684303854,0.17238246033307802,0.23000396624629657,0.18387791281894986,0.16944863191727372,0.15043631529470677,0.17816677499955658,0.16577683768051862,0.19441615959550948,0.21834069362471845,0.1764668182461951,0.1865184690586909,0.2239966515605558,0.2291344753439515,0.21669157070054432,0.19792628829159656,0.23674250136276395,0.20066866178962522,0.21318888089498353,0.2060897414481863,0.24360574572435634,0.21063776805029502,0.16930713953061957,0.1270600147806578,0.1440506641329163,0.20050831787080842,0.1782637863753588,0.1802459283075682,0.2173514291396782,0.1444988628469235,0.20147162893452247,0.19505862748405767,0.2028052789730731,0.22012196489441768,0.20249967167148328,0.12524757333350084,0.21432777485153967,0.19372712695274594,0.17342274732992097,0.13655628790265031,0.1793610146183582,1.000000000000028,0.22284220293711238,0.18239277215061603,0.2344936957780038,0.2280293365709976,0.18868353636192584,0.18357143827437358,0.07732796285227064,0.21105920826934488,0.18153407345641545,0.23661652798043759,0.20686836760634525,0.17175906238089764,0.22702754027513153,0.15901724809200943,0.11611652331081712,0.188189936564464,0.174605372477166,0.2282408917117711,0.21695152606800988,0.23571963426924383,0.17961854255999413,0.23088967375379826,0.19143314375486128,0.21421662877959374,0.12760703360326728,0.18131426867782835,0.1802869267054911,0.15925424146775602,0.21520325351125033,0.17886773035919973,0.19379807250845446,0.2130443556495117,0.1730985434979152,0.14926009943082494,0.12797223462057747,0.20456510608828468,0.15973769662007456,0.24771115176247543,0.21920519647339667,0.1780298406723383,0.18444706149393097,0.21854198736312938,0.20711937523154583,0.12856319569552033,0.17946556645383807,0.19845477872471928,0.1862558579848481,0.14491936443512826,0.19117269427692857,0.21288417460814607,0.22342545333062033,0.1551429250684578,0.24217299327682576,0.22039305645525262,0.11763051258493237,0.17796859971545806,0.15671497304261472
ncis,0.2460742493697121,0.19246871337634677,0.227291406182841,0.22971822558960558,0.19904754447649736,0.17437849983254372,0.14319741287905707,0.10107907758352451,0.17454770989392013,0.2741061496051751,0.19067845086313379,0.17278893190726502,0.21606723736731911,0.18014220368119496,0.1268464961120747,0.24884956035369687,0.21896592892195232,0.26531332013330894,0.1763076125937188,0.26304482919368444,0.13502838908825,0.1342092568791966,0.10817796209006411,0.22919666786946064,0.21652460462498865,0.17750169364967003,0.1559685072683859,0.19658360562347973,0.19383736615750913,0.19225524737884622,0.21900269969123834,0.2042748313042377,0.14451167922352484,0.11415975388794147,0.18400306292442833,0.16781373500854915,0.15284487529211357,0.20124697505438946,0.16855181321049423,0.21668807691025047,0.21419273651333695,0.18617023469121244,0.22804444995116255,0.20757265144303738,0.23882044856297607,0.22335022153433123,0.21476045803892152,0.24246876290894745,0.22777453520477106,0.20033115224427853,0.1499006278729754,0.13491883246321218,0.11955570391138207,0.19196511391698334,0.15101541244662925,0.19683388077555916,0.20597485148247172,0.13986618855394228,0.21811603903481977,0.20862400941132372,0.18765140283492118,0.22543405874504122,0.20501896939878825,0.11781073770940584,0.23862168449396368,0.17558234977631024,0.16503679617418762,0.12000004467727717,0.16625705125944573,0.22284220293711238,1.0000000000000062,0.2698187328284692,0.24777419547226148,0.2158390847251375,0.17988326897763218,0.19094449557926327,0.06999473797381926,0.2225571532510646,0.17870322767544383,0.24496101131374703,0.19476128918046598,0.14859173690858024,0.1947315679971197,0.1526728700492247,0.10317894101291844,0.14664456248917507,0.1983239154255848,0.22276336901593188,0.2091571148379878,0.23106059647116123,0.158562225587865,0.26583493338171527,0.17451114255952982,0.21306251203758905,0.10398752942161547,0.21585962013633594,0.22393579219891424,0.16452910575659604,0.2140993002341061,0.14220413079197383,0.20715690388801583,0.22406394981503888,0.13656693951738622,0.1313782428524929,0.10309624762726839,0.21837803010923532,0.1304421967301619,0.2459987415217888,0.24404094530238862,0.15143435272516723,0.17993911762112164,0.22533735610715078,0.22695877294307842,0.13655412628043825,0.15954997772356552,0.21382803537439435,0.1915805237274413,0.13012519329396197,0.17780742061624574,0.18765314600650168,0.22342233329733824,0.14780235890693297,0.25138788115496036,0.20234595570654973,0.10784894726236445,0.1659878236663039,0.20158763670910487
ncislosangeles,0.20037326118738674,0.17837182538571705,0.1912200877702468,0.17838978448795684,0.1695876574539316,0.1683007796040399,0.1699893250329839,0.11772851810549269,0.17031518817187033,0.17639951077739977,0.1803181375917468,0.12376710844902941,0.20278121596420148,0.1613275350503288,0.15289557752678193,0.18762170144960919,0.19809286808577603,0.19046407025921483,0.17298522010597947,0.19079063819275163,0.14147193194109134,0.15622887748442074,0.12174843447031546,0.16975828555734393,0.18270039570926228,0.17118142765470196,0.142503303856181,0.15326671458316096,0.18583101163356708,0.17583742532732657,0.18262249466283284,0.1639774239672257,0.14013484811236873,0.1374314001581385,0.18799724758760145,0.1667110635508811,0.1511008360149768,0.17503556756367206,0.12067478768869043,0.18234205876984874,0.16941349697169922,0.18090227798556618,0.18179674491780912,0.1649615930532569,0.1858395885053823,0.15239360771480517,0.19051176935409175,0.17159981746562383,0.1796867034103631,0.18936818445371476,0.1664319046307597,0.14056719996620048,0.14401857798899637,0.19662545732676973,0.158203257731045,0.19850345231322894,0.18425999746082444,0.14244427103863286,0.19331162015154263,0.19631957533575572,0.1924075133461247,0.18814111287504443,0.16814975157257914,0.1285293301141053,0.18191620980630327,0.17314196311293195,0.1692262117948875,0.1272829287175113,0.179709696383433,0.18239277215061603,0.2698187328284692,1.0000000000000022,0.18069796854964054,0.17474841123323503,0.14936059535156584,0.19323516000082208,0.07132571480196451,0.19295073051301256,0.1484621168223677,0.1841715197052336,0.17117985658561716,0.15860106885005462,0.1775078856094873,0.14407595366632195,0.09747916095161853,0.1548141093561616,0.1799289896958174,0.15384480854950422,0.1654363490663251,0.18446704443251535,0.1396755526591099,0.19463503725913378,0.17049181767732666,0.15720963808150087,0.1114884370021268,0.17663723255830002,0.1687689702522486,0.17751511441389614,0.16991470953845317,0.14804505166605908,0.1849709915008473,0.16974325405764096,0.15625764947839826,0.15379019915802936,0.12431583174639281,0.19218658133984654,0.15196799117741244,0.19162751004985573,0.18955488532898834,0.1467464886100495,0.18773909132546507,0.19380546546827718,0.16832624387678924,0.11721652300199333,0.17893026258774822,0.17203237282422654,0.17491534252431593,0.1661621404503036,0.17704646532831061,0.17257962744640537,0.16765386035128507,0.17243823290033758,0.19775203021288867,0.16807516121154065,0.12410702547003287,0.17161423342329726,0.1371893301380611
niptuck,0.2004429208573043,0.21537470103980424,0.2010209700040642,0.23178543800996826,0.1907673167937308,0.18691913391539033,0.1527451830728532,0.10241951752267889,0.18504605799707904,0.24167814256820097,0.19797247475672328,0.17334325746913007,0.20652906214045252,0.21509459654639634,0.13539282137558364,0.25208009411050764,0.20822410407077716,0.23799330012830636,0.18589330648261193,0.2356457876769648,0.1463912401887115,0.13988594112137837,0.11516232461180076,0.24651667188050527,0.21819503014242148,0.20499531302440777,0.18674682575502283,0.18248764647056578,0.19872423682763576,0.18715941432652797,0.23726486399657265,0.1903992178297505,0.16124841043626828,0.132308831286507,0.18173322882410403,0.15663241477276407,0.16604809957350916,0.20416408784506002,0.1720693846929973,0.20684763277929882,0.2137075829285146,0.20694037594927317,0.23550900573232667,0.21991449126068444,0.2465752969837299,0.24515251331643503,0.22295104502518975,0.2559488922738215,0.2355711935765349,0.2305895642663108,0.1578226489450673,0.12134317487249144,0.13332429984845373,0.18744913601021382,0.1653103221889767,0.17302417023945768,0.2159095054656722,0.1480031633291252,0.20016599981266925,0.20799113964453142,0.18882175042164984,0.21806083600649492,0.21172216575406022,0.12522421239453216,0.22826118736656031,0.19092503415622242,0.18659775071119314,0.13927041019423037,0.18008209035494022,0.2344936957780038,0.24777419547226148,0.18069796854964054,0.9999999999999946,0.23065924386549874,0.19038753356579635,0.1848409314112382,0.06897406012638908,0.21182091728239152,0.21871562217559154,0.23331957700497735,0.20281607847181107,0.1595421752644759,0.21037088398607517,0.16101946643080314,0.11831237520940009,0.16355112195612556,0.18987651230612512,0.2387796237054386,0.24477193029984023,0.2606515654783864,0.17674951577503684,0.24415383548524397,0.18368906044517672,0.2130543299045127,0.11691427858950225,0.20114439636221232,0.20163453661658295,0.16264391870416042,0.20649357402130183,0.160814957891102,0.20577475443598361,0.21541257760006713,0.15644045937336903,0.14034100037704805,0.11245623438251824,0.21138246421888482,0.14749347439544944,0.2526302245880662,0.2322634425351543,0.17066224044357448,0.1786387954814912,0.22187571851080837,0.23066458251848676,0.14521068434746479,0.17702756255267493,0.203938351324049,0.18277002588348135,0.13021834857201792,0.19208013179325148,0.20908107377930338,0.2370695989665259,0.15649859922319456,0.2404582338069967,0.2167305933106499,0.11356852819602223,0.17396400923069694,0.17444926878105657
onetreehill,0.18708150192316225,0.21967570105590656,0.1863183264428924,0.2176176320835875,0.18583600876973433,0.1865203677152552,0.14568604239913782,0.11288036111440332,0.17789702275024466,0.20321839379365125,0.17929395035075923,0.17775892416117745,0.20063105945241802,0.20991947696949345,0.1420554051939462,0.2351660415768139,0.20510034945542324,0.2365163092573473,0.18638427298000154,0.21233226210416795,0.14978302061837886,0.14248101694087387,0.1265507052989918,0.24958420322156064,0.20497433212804533,0.1933485948887064,0.16757290445751843,0.17651305659242914,0.18943280444250732,0.17129336684809876,0.22748125089353613,0.18814435204440635,0.15825465403720104,0.13567611753888326,0.1700856079984821,0.16526489937859926,0.17165047548679824,0.21696548402602947,0.1764254360725745,0.1820467465842178,0.20197394420415468,0.2079313443200874,0.23323442572190523,0.22604601775946492,0.24016090863485645,0.21515679994432912,0.21490589470896887,0.20673529301280225,0.2369166052995209,0.21989043202957229,0.16037702951305374,0.12237327990598977,0.1419559320918301,0.18762352339750551,0.16027930355767192,0.1707411160327894,0.21995170404143255,0.14814499189598926,0.20009707177537753,0.19492892803063105,0.18820637335779514,0.2131894574443885,0.19208540095203744,0.11901170174203178,0.2212582768707252,0.1984773133338158,0.1817214510012509,0.13845278612786355,0.17535837882942504,0.2280293365709976,0.2158390847251375,0.17474841123323503,0.23065924386549874,0.9999999999999895,0.18297590502711322,0.18545974892346645,0.06971048441522884,0.19734844408263738,0.19660686933792615,0.21964930320492948,0.19978181690253966,0.16237412661963144,0.21712377077637854,0.16240517537227595,0.11298269201932776,0.18292097928121134,0.16739825060388655,0.21972972212113948,0.21701894782630468,0.22338635363597684,0.17493616063130957,0.24273583150205255,0.17702613707610537,0.20381191863067302,0.11583079226254486,0.1825506700578749,0.18411282824995123,0.15456115130421313,0.21574151353456686,0.16908023934811311,0.20416538108517085,0.19592863589178214,0.1636463591734195,0.14096206162526798,0.11295354426149122,0.2071796581630194,0.15160841015053345,0.25202190011617204,0.21409008663114817,0.17208803318057722,0.17281433292915657,0.20628429973160164,0.20377597527218896,0.1403339220995738,0.19269161561705125,0.19310745839479232,0.18292220516290134,0.13834407201403873,0.1944163335820442,0.20314940256221115,0.23953497652615366,0.1581156472632425,0.24495898994907986,0.20056547446058973,0.11367928463082388,0.17676769239409593,0.15327494323860974
oz,0.17243519405572072,0.15964133562553934,0.16113221122852964,0.1857021182475621,0.16989331567558488,0.16338650909411914,0.14198134848516056,0.06992032287911461,0.1643775778774286,0.17113652340992674,0.1666848376529402,0.13346168347274406,0.16505489734351927,0.16707926403180368,0.1356032160235176,0.19456685134189503,0.16768936156985567,0.19660131312354237,0.15526393503726665,0.1803438180140248,0.1451480903837819,0.15081002686657347,0.12266734979700666,0.18858189662587968,0.1805958416596391,0.16442202855447458,0.14856485097649116,0.15420332321569952,0.16657961033725058,0.14944675039351318,0.17905096928862385,0.15236302225477025,0.1486621386360642,0.12952823523975804,0.16062263285161452,0.14163712390312738,0.14915677270054115,0.17457187218474604,0.13215019047159457,0.1586330577515747,0.17215996974443465,0.15783461622382566,0.17673172295143508,0.16700558638033114,0.17891631989446127,0.16951041756692115,0.1828137808592486,0.18838483528730257,0.1780258369614927,0.19173519065522363,0.15028659252277526,0.07587821539504845,0.14267697017143013,0.1714636281598916,0.15580241881928725,0.1518080433620381,0.17555469725340808,0.1336857109866622,0.1706083533860942,0.17360486418027496,0.1656349203530285,0.180321427111993,0.17223790993382282,0.1214620658552961,0.18427904426559139,0.15221119822261855,0.15742614830341262,0.13812053866204801,0.16229309906138895,0.18868353636192584,0.17988326897763218,0.14936059535156584,0.19038753356579635,0.18297590502711322,0.9999999999999848,0.16210686948367428,0.06812451663393079,0.18876496229154685,0.1581800362237359,0.17567744530587595,0.16890098685174418,0.1462720335880291,0.17610084946046126,0.15876252895715715,0.15527450524389172,0.1476190176346944,0.15842020945637858,0.16768977116443645,0.19109150482037726,0.19322149806826122,0.15182276565117495,0.18595150733322632,0.17502250661048424,0.16844305092873282,0.13762629608867974,0.1737282718202416,0.17698516009824342,0.1562855747936122,0.17404600875025855,0.13727997239610393,0.17697575436779947,0.16234150454496826,0.15757344230856737,0.15248832621514163,0.1262995287575482,0.1773219475504168,0.14138077333814544,0.1899714404622473,0.18551623875717607,0.14688781553155045,0.1551846886679617,0.215239212156295,0.18518691660981593,0.14490546371276425,0.15837145391009416,0.1884461734584082,0.1663483587568479,0.132215020463249,0.1622226983738921,0.1853169348014877,0.172690568568541,0.15037829571778377,0.18784826370965957,0.1727453564845755,0.11537008842298571,0.15511768747280794,0.1359471856766707
